model,dataset_id,start_ts_utc,end_ts_utc,duration_seconds
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,16,2026-05-10T15:23:27.274182+00:00,2026-05-10T15:24:11.615807+00:00,44.342
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,17,2026-05-10T15:24:11.615807+00:00,2026-05-10T15:24:50.876504+00:00,39.261
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,18,2026-05-10T15:24:50.876504+00:00,2026-05-10T15:25:32.598036+00:00,41.722
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,19,2026-05-10T15:25:32.598036+00:00,2026-05-10T15:26:15.118222+00:00,42.520
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,20,2026-05-10T15:26:15.118222+00:00,2026-05-10T15:26:46.613222+00:00,31.495
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,21,2026-05-10T15:26:46.613222+00:00,2026-05-10T15:27:22.947490+00:00,36.334
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,22,2026-05-10T15:27:22.947490+00:00,2026-05-10T15:28:06.378029+00:00,43.431
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,23,2026-05-10T15:28:06.378029+00:00,2026-05-10T15:28:38.120948+00:00,31.743
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,24,2026-05-10T15:28:38.120948+00:00,2026-05-10T15:29:18.885703+00:00,40.765
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,25,2026-05-10T15:29:18.885703+00:00,2026-05-10T15:29:53.149860+00:00,34.264
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,26,2026-05-10T15:29:53.149860+00:00,2026-05-10T15:30:46.089015+00:00,52.939
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,27,2026-05-10T15:30:46.089015+00:00,2026-05-10T15:31:21.416875+00:00,35.328
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,28,2026-05-10T15:31:21.416875+00:00,2026-05-10T15:32:02.490040+00:00,41.073
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,29,2026-05-10T15:32:02.490040+00:00,2026-05-10T15:32:42.323734+00:00,39.834
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,30,2026-05-10T15:32:42.323734+00:00,2026-05-10T15:33:24.091376+00:00,41.768
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,31,2026-05-10T15:33:24.091376+00:00,2026-05-10T15:33:57.919069+00:00,33.828
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,32,2026-05-10T15:33:57.919069+00:00,2026-05-10T15:34:45.609501+00:00,47.690
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,33,2026-05-10T15:34:45.609501+00:00,2026-05-10T15:35:30.801178+00:00,45.192
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,34,2026-05-10T15:35:30.801178+00:00,2026-05-10T15:36:07.607240+00:00,36.806
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,35,2026-05-10T15:36:07.607240+00:00,2026-05-10T15:36:46.151990+00:00,38.545
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,36,2026-05-10T15:36:46.151990+00:00,2026-05-10T15:37:19.137225+00:00,32.985
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,37,2026-05-10T15:37:19.137225+00:00,2026-05-10T15:37:52.010428+00:00,32.873
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,38,2026-05-10T15:37:52.010428+00:00,2026-05-10T15:38:35.041646+00:00,43.031
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,39,2026-05-10T15:38:35.041646+00:00,2026-05-10T15:39:12.005434+00:00,36.964
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,40,2026-05-10T15:39:12.005434+00:00,2026-05-10T15:39:45.736947+00:00,33.732
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,41,2026-05-10T15:39:45.736947+00:00,2026-05-10T15:40:32.455850+00:00,46.719
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,42,2026-05-10T15:40:32.455850+00:00,2026-05-10T15:41:10.328522+00:00,37.873
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,43,2026-05-10T15:41:10.328522+00:00,2026-05-10T15:41:52.087808+00:00,41.759
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,44,2026-05-10T15:41:52.087808+00:00,2026-05-10T15:42:34.298259+00:00,42.210
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,45,2026-05-10T15:42:34.298259+00:00,2026-05-10T15:43:11.775403+00:00,37.477
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,46,2026-05-10T15:43:11.775403+00:00,2026-05-10T15:43:48.279112+00:00,36.504
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,47,2026-05-10T15:43:48.279112+00:00,2026-05-10T15:44:26.696443+00:00,38.417
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,48,2026-05-10T15:44:26.696443+00:00,2026-05-10T15:45:18.327050+00:00,51.631
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,49,2026-05-10T15:45:18.327050+00:00,2026-05-10T15:46:03.142969+00:00,44.816
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,50,2026-05-10T15:46:03.142969+00:00,2026-05-10T15:46:35.924548+00:00,32.782
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,51,2026-05-10T15:46:35.924548+00:00,2026-05-10T15:47:16.365599+00:00,40.441
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,52,2026-05-10T15:47:16.365599+00:00,2026-05-10T15:47:49.894646+00:00,33.529
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,53,2026-05-10T15:47:49.894646+00:00,2026-05-10T15:48:34.440884+00:00,44.546
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,54,2026-05-10T15:48:34.440884+00:00,2026-05-10T15:49:12.935622+00:00,38.495
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,55,2026-05-10T15:49:12.935622+00:00,2026-05-10T15:50:01.363870+00:00,48.428
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,56,2026-05-10T15:50:01.363870+00:00,2026-05-10T15:50:41.297749+00:00,39.934
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,57,2026-05-10T15:50:41.297749+00:00,2026-05-10T15:51:21.569723+00:00,40.272
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,58,2026-05-10T15:51:21.569723+00:00,2026-05-10T15:51:55.849052+00:00,34.279
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,59,2026-05-10T15:51:55.849052+00:00,2026-05-10T15:52:33.019717+00:00,37.171
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,60,2026-05-10T15:52:33.019717+00:00,2026-05-10T15:53:11.509055+00:00,38.489
LLM OpenRouter Gemini-3.1 Flash-Lite-weak,61,2026-05-10T15:53:11.509055+00:00,2026-05-10T15:53:51.353044+00:00,39.844
LLM OpenRouter OpenAI GPT-5.2-plain,1,2026-05-18T08:58:45.971275+00:00,2026-05-18T08:58:45.971275+00:00,0.000
LLM OpenRouter OpenAI GPT-5.2-plain,2,2026-05-18T08:58:45.971275+00:00,2026-05-18T09:00:19.439525+00:00,93.468
LLM OpenRouter OpenAI GPT-5.2-plain,3,2026-05-18T09:00:19.439525+00:00,2026-05-18T09:02:14.807386+00:00,115.368
LLM OpenRouter OpenAI GPT-5.2-plain,4,2026-05-18T09:02:14.807386+00:00,2026-05-18T09:04:40.562012+00:00,145.755
LLM OpenRouter OpenAI GPT-5.2-plain,5,2026-05-18T09:04:40.562012+00:00,2026-05-18T09:06:20.889525+00:00,100.328
LLM OpenRouter OpenAI GPT-5.2-plain,6,2026-05-18T09:06:20.889525+00:00,2026-05-18T09:07:54.718457+00:00,93.829
LLM OpenRouter OpenAI GPT-5.2-plain,7,2026-05-18T09:07:54.718457+00:00,2026-05-18T09:09:31.773541+00:00,97.055
LLM OpenRouter OpenAI GPT-5.2-plain,8,2026-05-18T09:09:31.773541+00:00,2026-05-18T09:11:04.252476+00:00,92.479
LLM OpenRouter OpenAI GPT-5.2-plain,9,2026-05-18T09:11:04.252476+00:00,2026-05-18T09:12:32.868764+00:00,88.616
LLM OpenRouter OpenAI GPT-5.2-plain,10,2026-05-18T09:12:32.868764+00:00,2026-05-18T09:13:51.326874+00:00,78.458
LLM OpenRouter OpenAI GPT-5.2-plain,11,2026-05-18T09:13:51.326874+00:00,2026-05-18T09:15:20.847917+00:00,89.521
LLM OpenRouter OpenAI GPT-5.2-plain,12,2026-05-18T09:15:20.847917+00:00,2026-05-18T09:16:46.492041+00:00,85.644
LLM OpenRouter OpenAI GPT-5.2-plain,13,2026-05-18T09:16:46.492041+00:00,2026-05-18T09:17:57.969762+00:00,71.478
LLM OpenRouter OpenAI GPT-5.2-plain,14,2026-05-18T09:17:57.969762+00:00,2026-05-18T09:20:10.573720+00:00,132.604
LLM OpenRouter OpenAI GPT-5.2-plain,15,2026-05-18T09:20:10.573720+00:00,2026-05-18T09:21:59.238701+00:00,108.665
LLM OpenRouter OpenAI GPT-5.2-plain,16,2026-05-18T09:21:59.238701+00:00,2026-05-18T09:23:36.387301+00:00,97.149
LLM OpenRouter OpenAI GPT-5.2-plain,17,2026-05-18T09:23:36.387301+00:00,2026-05-18T09:25:11.176143+00:00,94.789
LLM OpenRouter OpenAI GPT-5.2-plain,18,2026-05-18T09:25:11.176143+00:00,2026-05-18T09:29:56.980419+00:00,285.804
LLM OpenRouter OpenAI GPT-5.2-plain,19,2026-05-18T09:29:56.980419+00:00,2026-05-18T09:31:50.197220+00:00,113.217
LLM OpenRouter OpenAI GPT-5.2-plain,20,2026-05-18T09:31:50.197220+00:00,2026-05-18T09:33:12.935751+00:00,82.739
LLM OpenRouter OpenAI GPT-5.2-plain,21,2026-05-18T09:33:12.935751+00:00,2026-05-18T09:35:03.427623+00:00,110.492
LLM OpenRouter OpenAI GPT-5.2-plain,22,2026-05-18T09:35:03.427623+00:00,2026-05-18T09:36:23.034800+00:00,79.607
LLM OpenRouter OpenAI GPT-5.2-plain,23,2026-05-18T09:36:23.034800+00:00,2026-05-18T09:37:39.079397+00:00,76.045
LLM OpenRouter OpenAI GPT-5.2-plain,24,2026-05-18T09:37:39.079397+00:00,2026-05-18T09:39:12.611963+00:00,93.533
LLM OpenRouter OpenAI GPT-5.2-plain,25,2026-05-18T09:39:12.611963+00:00,2026-05-18T09:40:35.409666+00:00,82.798
LLM OpenRouter OpenAI GPT-5.2-plain,26,2026-05-18T09:40:35.409666+00:00,2026-05-18T09:43:44.465852+00:00,189.056
LLM OpenRouter OpenAI GPT-5.2-plain,27,2026-05-18T09:43:44.465852+00:00,2026-05-18T09:45:24.627656+00:00,100.162
LLM OpenRouter OpenAI GPT-5.2-plain,28,2026-05-18T09:45:24.627656+00:00,2026-05-18T09:47:26.145832+00:00,121.518
LLM OpenRouter OpenAI GPT-5.2-plain,29,2026-05-18T09:47:26.145832+00:00,2026-05-18T09:49:28.819166+00:00,122.673
LLM OpenRouter OpenAI GPT-5.2-plain,30,2026-05-18T09:49:28.819166+00:00,2026-05-18T09:50:59.343042+00:00,90.524
LLM OpenRouter OpenAI GPT-5.2-plain,31,2026-05-18T09:50:59.343042+00:00,2026-05-18T09:52:46.997123+00:00,107.654
LLM OpenRouter OpenAI GPT-5.2-plain,32,2026-05-18T09:52:46.997123+00:00,2026-05-18T09:54:02.541127+00:00,75.544
LLM OpenRouter OpenAI GPT-5.2-plain,33,2026-05-18T09:54:02.541127+00:00,2026-05-18T09:55:54.770242+00:00,112.229
LLM OpenRouter OpenAI GPT-5.2-plain,34,2026-05-18T09:55:54.770242+00:00,2026-05-18T09:57:43.724704+00:00,108.954
LLM OpenRouter OpenAI GPT-5.2-plain,35,2026-05-18T09:57:43.724704+00:00,2026-05-18T09:58:59.913216+00:00,76.189
LLM OpenRouter OpenAI GPT-5.2-plain,36,2026-05-18T09:58:59.913216+00:00,2026-05-18T10:00:29.214644+00:00,89.301
LLM OpenRouter OpenAI GPT-5.2-plain,37,2026-05-18T10:00:29.214644+00:00,2026-05-18T10:01:44.480612+00:00,75.266
LLM OpenRouter OpenAI GPT-5.2-plain,38,2026-05-18T10:01:44.480612+00:00,2026-05-18T10:03:04.306679+00:00,79.826
LLM OpenRouter OpenAI GPT-5.2-plain,39,2026-05-18T10:03:04.306679+00:00,2026-05-18T10:04:32.515770+00:00,88.209
LLM OpenRouter OpenAI GPT-5.2-plain,40,2026-05-18T10:04:32.515770+00:00,2026-05-18T10:06:13.182342+00:00,100.667
LLM OpenRouter OpenAI GPT-5.2-plain,41,2026-05-18T10:06:13.182342+00:00,2026-05-18T10:07:40.865824+00:00,87.683
LLM OpenRouter OpenAI GPT-5.2-plain,42,2026-05-18T10:07:40.865824+00:00,2026-05-18T10:09:05.293898+00:00,84.428
LLM OpenRouter OpenAI GPT-5.2-plain,43,2026-05-18T10:09:05.293898+00:00,2026-05-18T10:10:54.403506+00:00,109.110
LLM OpenRouter OpenAI GPT-5.2-plain,44,2026-05-18T10:10:54.403506+00:00,2026-05-18T10:13:05.433757+00:00,131.030
LLM OpenRouter OpenAI GPT-5.2-plain,45,2026-05-18T10:13:05.433757+00:00,2026-05-18T10:14:36.621147+00:00,91.187
LLM OpenRouter OpenAI GPT-5.2-plain,46,2026-05-18T10:14:36.621147+00:00,2026-05-18T10:16:04.230659+00:00,87.610
LLM OpenRouter OpenAI GPT-5.2-plain,47,2026-05-18T10:16:04.230659+00:00,2026-05-18T10:17:50.644460+00:00,106.414
LLM OpenRouter OpenAI GPT-5.2-plain,48,2026-05-18T10:17:50.644460+00:00,2026-05-18T10:20:05.498077+00:00,134.854
LLM OpenRouter OpenAI GPT-5.2-plain,49,2026-05-18T10:20:05.498077+00:00,2026-05-18T10:21:40.247370+00:00,94.749
LLM OpenRouter OpenAI GPT-5.2-plain,50,2026-05-18T10:21:40.247370+00:00,2026-05-18T10:23:28.288643+00:00,108.041
LLM OpenRouter OpenAI GPT-5.2-plain,51,2026-05-18T10:23:28.288643+00:00,2026-05-18T10:24:49.429928+00:00,81.141
LLM OpenRouter OpenAI GPT-5.2-plain,52,2026-05-18T10:24:49.429928+00:00,2026-05-18T10:27:19.784240+00:00,150.354
LLM OpenRouter OpenAI GPT-5.2-plain,53,2026-05-18T10:27:19.784240+00:00,2026-05-18T10:29:41.577284+00:00,141.793
LLM OpenRouter OpenAI GPT-5.2-plain,54,2026-05-18T10:29:41.577284+00:00,2026-05-18T10:32:07.509134+00:00,145.932
LLM OpenRouter OpenAI GPT-5.2-plain,55,2026-05-18T10:32:07.509134+00:00,2026-05-18T10:33:56.520109+00:00,109.011
LLM OpenRouter OpenAI GPT-5.2-plain,56,2026-05-18T10:33:56.520109+00:00,2026-05-18T10:36:00.348831+00:00,123.829
LLM OpenRouter OpenAI GPT-5.2-plain,57,2026-05-18T10:36:00.348831+00:00,2026-05-18T10:37:38.108005+00:00,97.759
LLM OpenRouter OpenAI GPT-5.2-plain,58,2026-05-18T10:37:38.108005+00:00,2026-05-18T10:39:41.318306+00:00,123.210
LLM OpenRouter OpenAI GPT-5.2-plain,59,2026-05-18T10:39:41.318306+00:00,2026-05-18T10:41:35.070694+00:00,113.752
LLM OpenRouter OpenAI GPT-5.2-plain,60,2026-05-18T10:41:35.070694+00:00,2026-05-18T10:43:13.302416+00:00,98.232
LLM OpenRouter OpenAI GPT-5.2-plain,61,2026-05-18T10:43:13.302416+00:00,2026-05-18T10:45:13.912798+00:00,120.610
LLM OpenRouter OpenAI GPT-5.2-weak,1,2026-05-11T18:34:55.377992+00:00,2026-05-11T18:34:55.377992+00:00,0.000
LLM OpenRouter OpenAI GPT-5.2-weak,2,2026-05-11T18:34:55.377992+00:00,2026-05-11T18:36:38.306292+00:00,102.928
LLM OpenRouter OpenAI GPT-5.2-weak,3,2026-05-11T18:36:38.306292+00:00,2026-05-11T18:38:13.910357+00:00,95.604
LLM OpenRouter OpenAI GPT-5.2-weak,4,2026-05-11T18:38:13.910357+00:00,2026-05-11T18:39:40.112192+00:00,86.202
LLM OpenRouter OpenAI GPT-5.2-weak,5,2026-05-11T18:39:40.112192+00:00,2026-05-11T18:41:15.445783+00:00,95.334
LLM OpenRouter OpenAI GPT-5.2-weak,6,2026-05-11T18:41:15.445783+00:00,2026-05-11T18:42:48.954562+00:00,93.509
LLM OpenRouter OpenAI GPT-5.2-weak,7,2026-05-11T18:42:48.954562+00:00,2026-05-11T18:44:19.405890+00:00,90.451
LLM OpenRouter OpenAI GPT-5.2-weak,8,2026-05-11T18:44:19.405890+00:00,2026-05-11T18:46:49.278664+00:00,149.873
LLM OpenRouter OpenAI GPT-5.2-weak,9,2026-05-11T18:46:49.278664+00:00,2026-05-11T18:48:25.667412+00:00,96.389
LLM OpenRouter OpenAI GPT-5.2-weak,10,2026-05-11T18:48:25.667412+00:00,2026-05-11T18:49:53.960461+00:00,88.293
LLM OpenRouter OpenAI GPT-5.2-weak,11,2026-05-11T18:49:53.960461+00:00,2026-05-11T18:52:21.835813+00:00,147.875
LLM OpenRouter OpenAI GPT-5.2-weak,12,2026-05-11T18:52:21.835813+00:00,2026-05-11T18:53:53.086466+00:00,91.251
LLM OpenRouter OpenAI GPT-5.2-weak,13,2026-05-11T18:53:53.086466+00:00,2026-05-11T18:56:44.274909+00:00,171.188
LLM OpenRouter OpenAI GPT-5.2-weak,14,2026-05-11T18:56:44.274909+00:00,2026-05-11T18:58:32.422677+00:00,108.148
LLM OpenRouter OpenAI GPT-5.2-weak,15,2026-05-11T18:58:32.422677+00:00,2026-05-11T19:00:31.811465+00:00,119.389
LLM OpenRouter OpenAI GPT-5.2-weak,16,2026-05-11T19:00:31.811465+00:00,2026-05-11T19:02:16.238438+00:00,104.427
LLM OpenRouter OpenAI GPT-5.2-weak,17,2026-05-11T19:02:16.238438+00:00,2026-05-11T19:04:00.167534+00:00,103.929
LLM OpenRouter OpenAI GPT-5.2-weak,18,2026-05-11T19:04:00.167534+00:00,2026-05-11T19:05:54.294323+00:00,114.127
LLM OpenRouter OpenAI GPT-5.2-weak,19,2026-05-11T19:05:54.294323+00:00,2026-05-11T19:07:35.308649+00:00,101.014
LLM OpenRouter OpenAI GPT-5.2-weak,20,2026-05-11T19:07:35.308649+00:00,2026-05-11T19:09:00.960876+00:00,85.652
LLM OpenRouter OpenAI GPT-5.2-weak,21,2026-05-11T19:09:00.960876+00:00,2026-05-11T19:10:24.502893+00:00,83.542
LLM OpenRouter OpenAI GPT-5.2-weak,22,2026-05-11T19:10:24.502893+00:00,2026-05-11T19:11:57.144006+00:00,92.641
LLM OpenRouter OpenAI GPT-5.2-weak,23,2026-05-11T19:11:57.144006+00:00,2026-05-11T19:13:26.435361+00:00,89.291
LLM OpenRouter OpenAI GPT-5.2-weak,24,2026-05-11T19:13:26.435361+00:00,2026-05-11T19:14:48.436702+00:00,82.001
LLM OpenRouter OpenAI GPT-5.2-weak,25,2026-05-11T19:14:48.436702+00:00,2026-05-11T19:16:14.260436+00:00,85.824
LLM OpenRouter OpenAI GPT-5.2-weak,26,2026-05-11T19:16:14.260436+00:00,2026-05-11T19:17:51.077495+00:00,96.817
LLM OpenRouter OpenAI GPT-5.2-weak,27,2026-05-11T19:17:51.077495+00:00,2026-05-11T19:19:34.405903+00:00,103.328
LLM OpenRouter OpenAI GPT-5.2-weak,28,2026-05-11T19:19:34.405903+00:00,2026-05-11T19:21:16.511276+00:00,102.105
LLM OpenRouter OpenAI GPT-5.2-weak,29,2026-05-11T19:21:16.511276+00:00,2026-05-11T19:22:43.979464+00:00,87.468
LLM OpenRouter OpenAI GPT-5.2-weak,30,2026-05-11T19:22:43.979464+00:00,2026-05-11T19:24:23.142540+00:00,99.163
LLM OpenRouter OpenAI GPT-5.2-weak,31,2026-05-11T19:24:23.142540+00:00,2026-05-11T19:26:22.027271+00:00,118.885
LLM OpenRouter OpenAI GPT-5.2-weak,32,2026-05-11T19:26:22.027271+00:00,2026-05-11T19:27:58.362283+00:00,96.335
LLM OpenRouter OpenAI GPT-5.2-weak,33,2026-05-11T19:27:58.362283+00:00,2026-05-11T19:29:39.138700+00:00,100.776
LLM OpenRouter OpenAI GPT-5.2-weak,34,2026-05-11T19:29:39.138700+00:00,2026-05-11T19:31:28.495630+00:00,109.357
LLM OpenRouter OpenAI GPT-5.2-weak,35,2026-05-11T19:31:28.495630+00:00,2026-05-11T19:32:58.872721+00:00,90.377
LLM OpenRouter OpenAI GPT-5.2-weak,36,2026-05-11T19:32:58.872721+00:00,2026-05-11T19:34:50.312103+00:00,111.439
LLM OpenRouter OpenAI GPT-5.2-weak,37,2026-05-11T19:34:50.312103+00:00,2026-05-11T19:35:59.823275+00:00,69.511
LLM OpenRouter OpenAI GPT-5.2-weak,38,2026-05-11T19:35:59.823275+00:00,2026-05-11T19:37:24.249558+00:00,84.426
LLM OpenRouter OpenAI GPT-5.2-weak,39,2026-05-11T19:37:24.249558+00:00,2026-05-11T19:38:44.699453+00:00,80.450
LLM OpenRouter OpenAI GPT-5.2-weak,40,2026-05-11T19:38:44.699453+00:00,2026-05-11T19:40:15.209824+00:00,90.510
LLM OpenRouter OpenAI GPT-5.2-weak,41,2026-05-11T19:40:15.209824+00:00,2026-05-11T19:41:57.693821+00:00,102.484
LLM OpenRouter OpenAI GPT-5.2-weak,42,2026-05-11T19:41:57.693821+00:00,2026-05-11T19:43:22.259497+00:00,84.566
LLM OpenRouter OpenAI GPT-5.2-weak,43,2026-05-11T19:43:22.259497+00:00,2026-05-11T19:44:58.349884+00:00,96.090
LLM OpenRouter OpenAI GPT-5.2-weak,44,2026-05-11T19:44:58.349884+00:00,2026-05-11T19:46:46.554258+00:00,108.204
LLM OpenRouter OpenAI GPT-5.2-weak,45,2026-05-11T19:46:46.554258+00:00,2026-05-11T19:48:20.300606+00:00,93.746
LLM OpenRouter OpenAI GPT-5.2-weak,46,2026-05-11T19:48:20.300606+00:00,2026-05-11T19:49:49.293010+00:00,88.992
LLM OpenRouter OpenAI GPT-5.2-weak,47,2026-05-11T19:49:49.293010+00:00,2026-05-11T19:51:45.799692+00:00,116.507
LLM OpenRouter OpenAI GPT-5.2-weak,48,2026-05-11T19:51:45.799692+00:00,2026-05-11T19:53:50.830400+00:00,125.031
LLM OpenRouter OpenAI GPT-5.2-weak,49,2026-05-11T19:53:50.830400+00:00,2026-05-11T19:56:04.145952+00:00,133.316
LLM OpenRouter OpenAI GPT-5.2-weak,50,2026-05-11T19:56:04.145952+00:00,2026-05-11T19:57:41.814259+00:00,97.668
LLM OpenRouter OpenAI GPT-5.2-weak,51,2026-05-11T19:57:41.814259+00:00,2026-05-11T19:59:05.434146+00:00,83.620
LLM OpenRouter OpenAI GPT-5.2-weak,52,2026-05-11T19:59:05.434146+00:00,2026-05-11T20:02:56.356874+00:00,230.923
LLM OpenRouter OpenAI GPT-5.2-weak,53,2026-05-11T20:02:56.356874+00:00,2026-05-11T20:05:17.577202+00:00,141.220
LLM OpenRouter OpenAI GPT-5.2-weak,54,2026-05-11T20:05:17.577202+00:00,2026-05-11T20:08:29.550862+00:00,191.974
LLM OpenRouter OpenAI GPT-5.2-weak,55,2026-05-11T20:08:29.550862+00:00,2026-05-11T20:10:22.885396+00:00,113.335
LLM OpenRouter OpenAI GPT-5.2-weak,56,2026-05-11T20:10:22.885396+00:00,2026-05-11T20:12:24.366899+00:00,121.482
LLM OpenRouter OpenAI GPT-5.2-weak,57,2026-05-11T20:12:24.366899+00:00,2026-05-11T20:14:11.947442+00:00,107.581
LLM OpenRouter OpenAI GPT-5.2-weak,58,2026-05-11T20:14:11.947442+00:00,2026-05-11T20:15:52.506768+00:00,100.559
LLM OpenRouter OpenAI GPT-5.2-weak,59,2026-05-11T20:15:52.506768+00:00,2026-05-11T20:17:33.176190+00:00,100.669
LLM OpenRouter OpenAI GPT-5.2-weak,60,2026-05-11T20:17:33.176190+00:00,2026-05-11T20:19:20.921187+00:00,107.745
LLM OpenRouter OpenAI GPT-5.2-weak,61,2026-05-11T20:19:20.921187+00:00,2026-05-11T20:21:06.648250+00:00,105.727
LLM OpenRouter Qwen3-VL-30B-plain,1,2026-06-03T23:38:25.074832+00:00,2026-06-03T23:38:25.074832+00:00,0.000
LLM OpenRouter Qwen3-VL-30B-plain,2,2026-06-03T23:38:25.074832+00:00,2026-06-03T23:39:51.986949+00:00,86.912
LLM OpenRouter Qwen3-VL-30B-plain,3,2026-06-03T23:39:51.986949+00:00,2026-06-03T23:40:42.664717+00:00,50.678
LLM OpenRouter Qwen3-VL-30B-plain,4,2026-06-03T23:40:42.664717+00:00,2026-06-03T23:41:24.774234+00:00,42.110
LLM OpenRouter Qwen3-VL-30B-plain,5,2026-06-03T23:41:24.774234+00:00,2026-06-03T23:42:12.957839+00:00,48.184
LLM OpenRouter Qwen3-VL-30B-plain,6,2026-06-03T23:42:12.957839+00:00,2026-06-04T17:57:53.297270+00:00,65740.339
LLM OpenRouter Qwen3-VL-30B-plain,7,2026-06-04T17:57:53.297270+00:00,2026-06-04T11:38:27.272570+00:00,0.000
LLM OpenRouter Qwen3-VL-30B-plain,8,2026-06-04T11:38:27.272570+00:00,2026-06-04T11:39:27.622364+00:00,60.350
LLM OpenRouter Qwen3-VL-30B-plain,9,2026-06-04T11:39:27.622364+00:00,2026-06-04T11:40:16.666456+00:00,49.044
LLM OpenRouter Qwen3-VL-30B-plain,10,2026-06-04T11:40:16.666456+00:00,2026-06-04T11:41:31.113116+00:00,74.447
LLM OpenRouter Qwen3-VL-30B-plain,11,2026-06-04T11:41:31.113116+00:00,2026-06-04T11:42:22.010040+00:00,50.897
LLM OpenRouter Qwen3-VL-30B-plain,12,2026-06-04T11:42:22.010040+00:00,2026-06-04T11:43:10.852281+00:00,48.842
LLM OpenRouter Qwen3-VL-30B-plain,13,2026-06-04T11:43:10.852281+00:00,2026-06-04T11:43:58.494117+00:00,47.642
LLM OpenRouter Qwen3-VL-30B-plain,14,2026-06-04T11:43:58.494117+00:00,2026-06-04T11:44:46.899684+00:00,48.406
LLM OpenRouter Qwen3-VL-30B-plain,15,2026-06-04T11:44:46.899684+00:00,2026-06-04T11:46:03.194730+00:00,76.295
LLM OpenRouter Qwen3-VL-30B-plain,16,2026-06-04T11:46:03.194730+00:00,2026-06-04T11:47:01.459657+00:00,58.265
LLM OpenRouter Qwen3-VL-30B-plain,17,2026-06-04T11:47:01.459657+00:00,2026-06-04T13:14:55.648067+00:00,5274.188
LLM OpenRouter Qwen3-VL-30B-plain,18,2026-06-04T13:14:55.648067+00:00,2026-06-04T11:48:08.143883+00:00,0.000
LLM OpenRouter Qwen3-VL-30B-plain,19,2026-06-04T11:48:08.143883+00:00,2026-06-04T11:48:54.529925+00:00,46.386
LLM OpenRouter Qwen3-VL-30B-plain,20,2026-06-04T11:48:54.529925+00:00,2026-06-04T11:50:00.817715+00:00,66.288
LLM OpenRouter Qwen3-VL-30B-plain,21,2026-06-04T11:50:00.817715+00:00,2026-06-04T11:51:05.201874+00:00,64.384
LLM OpenRouter Qwen3-VL-30B-plain,22,2026-06-04T11:51:05.201874+00:00,2026-06-04T11:52:17.688927+00:00,72.487
LLM OpenRouter Qwen3-VL-30B-plain,23,2026-06-04T11:52:17.688927+00:00,2026-06-04T11:54:09.123932+00:00,111.435
LLM OpenRouter Qwen3-VL-30B-plain,24,2026-06-04T11:54:09.123932+00:00,2026-06-04T11:55:08.129504+00:00,59.006
LLM OpenRouter Qwen3-VL-30B-plain,25,2026-06-04T11:55:08.129504+00:00,2026-06-04T11:56:17.578627+00:00,69.449
LLM OpenRouter Qwen3-VL-30B-plain,26,2026-06-04T11:56:17.578627+00:00,2026-06-04T11:57:18.594911+00:00,61.016
