dataset_id,page_idx,token_idx,gt_token,pred_token,outcome
21,10,4,L,L,correct
21,10,5,O,O,correct
21,11,0,J,J,correct
21,11,1,I,I,correct
21,11,2,F,F,correct
21,11,3,M,M,correct
22,0,0,H,H,correct
22,0,1,I,I,correct
22,1,0,E,E,correct
22,1,1,D,D,correct
22,1,2,C,C,correct
22,1,3,G,G,correct
22,2,0,N,N,correct
22,2,1,L,L,correct
22,2,2,D,D,correct
22,2,3,J,J,correct
22,3,0,B,B,correct
22,3,1,F,F,correct
22,3,2,J,J,correct
22,3,3,K,K,correct
22,4,0,B,B,correct
22,4,1,E,E,correct
22,4,2,A,A,correct
22,4,3,A,A,correct
22,4,4,I,I,correct
22,4,5,E,E,correct
22,4,6,M,M,correct
22,4,7,Q,Q,correct
22,4,8,A,A,correct
22,5,0,B,B,correct
22,5,1,D,D,correct
22,6,0,C,C,correct
22,6,1,E,E,correct
22,6,2,J,J,correct
22,6,3,K,K,correct
22,7,0,A,A,correct
22,7,1,E,E,correct
22,7,2,L,L,correct
22,8,0,A,A,correct
22,8,1,G,G,correct
22,8,2,L,L,correct
22,9,0,A,A,correct
22,9,1,E,E,correct
22,9,2,H,H,correct
22,9,3,K,K,correct
22,9,4,N,N,correct
22,9,5,Q,Q,correct
22,10,0,E,E,correct
22,10,1,B,B,correct
22,10,2,H,H,correct
22,10,3,H,H,correct
22,10,4,H,H,correct
22,10,5,K,K,correct
22,11,0,D,D,correct
22,11,1,E,E,correct
22,11,2,C,C,correct
22,11,3,E,E,correct
23,0,0,H,H,correct
23,0,1,I,I,correct
23,1,0,G,G,correct
23,1,1,F,F,correct
23,1,2,E,E,correct
23,1,3,I,I,correct
23,2,0,P,P,correct
23,2,1,N,N,correct
23,2,2,F,F,correct
23,2,3,L,L,correct
23,3,0,C,C,correct
23,3,1,H,H,correct
23,3,2,L,L,correct
23,3,3,M,M,correct
23,4,0,D,D,correct
23,4,1,G,G,correct
23,4,2,Q,Q,correct
23,4,3,S,S,correct
23,4,4,K,K,correct
23,4,5,G,G,correct
23,4,6,R,R,correct
23,4,7,S,S,correct
23,4,8,C,C,correct
23,5,0,C,C,correct
23,5,1,F,F,correct
23,6,0,E,E,correct
23,6,1,G,G,correct
23,6,2,L,L,correct
23,6,3,M,M,correct
23,7,0,C,C,correct
23,7,1,G,G,correct
23,7,2,L,L,correct
23,8,0,C,C,correct
23,8,1,I,I,correct
23,8,2,Q,Q,correct
23,9,0,C,C,correct
23,9,1,G,G,correct
23,9,2,M,M,correct
23,9,3,N,N,correct
23,9,4,P,P,correct
23,9,5,S,S,correct
23,10,0,F,F,correct
23,10,1,C,C,correct
23,10,2,J,J,correct
23,10,3,J,J,correct
23,10,4,J,J,correct
23,10,5,M,M,correct
23,11,0,F,F,correct
23,11,1,G,G,correct
23,11,2,D,D,correct
23,11,3,G,G,correct
24,0,0,H,H,correct
24,0,1,I,I,correct
24,1,0,K,K,correct
24,1,1,J,J,correct
24,1,2,I,I,correct
24,1,3,M,M,correct
24,2,0,T,T,correct
24,2,1,R,R,correct
24,2,2,J,J,correct
24,2,3,P,P,correct
24,3,0,H,H,correct
24,3,1,L,L,correct
24,3,2,P,P,correct
24,3,3,Q,Q,correct
24,4,0,H,H,correct
24,4,1,K,K,correct
24,4,2,G,G,correct
24,4,3,G,G,correct
24,4,4,O,O,correct
24,4,5,K,R,substitution
24,4,6,S,S,correct
24,4,7,W,W,correct
24,4,8,G,G,correct
24,5,0,H,H,correct
24,5,1,J,J,correct
24,6,0,I,I,correct
24,6,1,L,L,correct
24,6,2,P,P,correct
24,6,3,Q,Q,correct
24,7,0,G,G,correct
24,7,1,J,J,correct
24,7,2,O,O,correct
24,8,0,G,G,correct
24,8,1,M,M,correct
24,8,2,R,R,correct
24,9,0,G,G,correct
24,9,1,K,K,correct
24,9,2,N,N,correct
24,9,3,Q,Q,correct
24,9,4,T,T,correct
24,9,5,W,W,correct
24,10,0,K,R,substitution
24,10,1,G,G,correct
24,10,2,N,N,correct
24,10,3,L,L,correct
24,10,4,L,L,correct
24,10,5,Q,Q,correct
24,11,0,L,L,correct
24,11,1,K,K,correct
24,11,2,H,H,correct
24,11,3,O,O,correct
25,0,0,H,H,correct
25,0,1,I,I,correct
25,1,0,G,G,correct
25,1,1,F,F,correct
25,1,2,E,E,correct
25,1,3,I,I,correct
25,2,0,P,P,correct
25,2,1,N,N,correct
25,2,2,F,F,correct
25,2,3,L,L,correct
25,3,0,D,D,correct
25,3,1,H,H,correct
25,3,2,J,J,correct
25,3,3,M,M,correct
25,4,0,G,G,correct
25,4,1,D,D,correct
25,4,2,C,C,correct
25,4,3,C,C,correct
25,4,4,K,K,correct
25,4,5,G,G,correct
25,4,6,O,O,correct
25,4,7,S,S,correct
25,4,8,C,C,correct
25,5,0,D,D,correct
25,5,1,F,F,correct
25,6,0,E,E,correct
25,6,1,H,H,correct
25,6,2,L,L,correct
25,6,3,M,M,correct
25,7,0,E,E,correct
25,7,1,F,F,correct
25,7,2,K,K,correct
25,8,0,C,C,correct
25,8,1,I,I,correct
25,8,2,N,N,correct
25,9,0,C,C,correct
25,9,1,G,G,correct
25,9,2,J,J,correct
25,9,3,M,M,correct
25,9,4,P,P,correct
25,9,5,S,S,correct
25,10,0,G,G,correct
25,10,1,C,C,correct
25,10,2,J,J,correct
25,10,3,J,D,substitution
25,10,4,J,D,substitution
25,10,5,M,M,correct
25,11,0,H,H,correct
25,11,1,G,G,correct
25,11,2,D,D,correct
25,11,3,K,K,correct
26,0,0,H,H,correct
26,0,1,I,I,correct
26,1,0,O,O,correct
26,1,1,H,H,correct
26,1,2,G,G,correct
26,1,3,H,H,correct
26,2,0,R,R,correct
26,2,1,P,P,correct
26,2,2,H,H,correct
26,2,3,N,N,correct
26,3,0,F,F,correct
26,3,1,J,J,correct
26,3,2,L,L,correct
26,3,3,P,P,correct
26,4,0,F,F,correct
26,4,1,I,I,correct
26,4,2,E,E,correct
26,4,3,E,E,correct
26,4,4,M,M,correct
26,4,5,I,I,correct
26,4,6,S,S,correct
26,4,7,U,U,correct
26,4,8,E,E,correct
26,5,0,F,F,correct
26,5,1,H,H,correct
26,6,0,G,G,correct
26,6,1,J,J,correct
26,6,2,N,N,correct
26,6,3,O,O,correct
26,7,0,G,G,correct
26,7,1,H,H,correct
26,7,2,M,M,correct
26,8,0,I,I,correct
26,8,1,K,K,correct
26,8,2,P,P,correct
26,9,0,E,E,correct
26,9,1,I,I,correct
26,9,2,L,L,correct
26,9,3,O,O,correct
26,9,4,R,R,correct
26,9,5,U,U,correct
26,10,0,I,I,correct
26,10,1,E,E,correct
26,10,2,G,G,correct
26,10,3,L,L,correct
26,10,4,L,L,correct
26,10,5,O,O,correct
26,11,0,J,J,correct
26,11,1,I,I,correct
26,11,2,E,E,correct
26,11,3,M,M,correct
27,0,0,H,H,correct
27,0,1,I,D,substitution
27,1,0,E,F,substitution
27,1,1,D,D,correct
27,1,2,G,G,correct
27,1,3,C,C,correct
27,2,0,D,D,correct
27,2,1,J,D,substitution
27,2,2,A,A,correct
27,2,3,A,A,correct
27,3,0,B,B,correct
27,3,1,F,F,correct
27,3,2,H,H,correct
27,3,3,K,K,correct
27,4,0,B,B,correct
27,4,1,E,E,correct
27,4,2,A,A,correct
27,4,3,A,A,correct
27,4,4,I,I,correct
27,4,5,E,E,correct
27,4,6,M,M,correct
27,4,7,Q,Q,correct
27,4,8,A,A,correct
27,5,0,I,I,correct
27,5,1,D,D,correct
27,6,0,C,C,correct
27,6,1,F,F,correct
27,6,2,J,D,substitution
27,6,3,K,K,correct
27,7,0,A,A,correct
27,7,1,E,F,substitution
27,7,2,L,L,correct
27,8,0,A,A,correct
27,8,1,G,L,substitution
27,8,2,L,L,correct
27,9,0,A,A,correct
27,9,1,E,E,correct
27,9,2,H,H,correct
27,9,3,K,K,correct
27,9,4,N,N,correct
27,9,5,Q,Q,correct
27,10,0,E,E,correct
27,10,1,A,A,correct
27,10,2,C,C,correct
27,10,3,H,H,correct
27,10,4,H,H,correct
27,10,5,K,K,correct
27,11,0,F,F,correct
27,11,1,E,E,correct
27,11,2,B,B,correct
27,11,3,I,I,correct
28,0,0,H,H,correct
28,0,1,I,I,correct
28,1,0,E,E,correct
28,1,1,D,D,correct
28,1,2,C,C,correct
28,1,3,G,G,correct
28,2,0,N,N,correct
28,2,1,L,L,correct
28,2,2,D,D,correct
28,2,3,J,J,correct
28,3,0,B,B,correct
28,3,1,F,F,correct
28,3,2,H,H,correct
28,3,3,K,K,correct
28,4,0,I,I,correct
28,4,1,E,E,correct
28,4,2,A,A,correct
28,4,3,A,A,correct
28,4,4,I,I,correct
28,4,5,E,E,correct
28,4,6,M,M,correct
28,4,7,Q,Q,correct
28,4,8,A,A,correct
28,5,0,A,A,correct
28,5,1,E,E,correct
28,6,0,C,C,correct
28,6,1,E,E,correct
28,6,2,J,F,substitution
28,6,3,K,K,correct
28,7,0,A,A,correct
28,7,1,D,D,correct
28,7,2,I,I,correct
28,8,0,A,A,correct
28,8,1,G,G,correct
28,8,2,L,L,correct
28,9,0,A,A,correct
28,9,1,E,E,correct
28,9,2,H,H,correct
28,9,3,K,K,correct
28,9,4,N,N,correct
28,9,5,Q,Q,correct
28,10,0,E,E,correct
28,10,1,A,A,correct
28,10,2,H,H,correct
28,10,3,H,H,correct
28,10,4,H,H,correct
28,10,5,K,K,correct
28,11,0,F,F,correct
28,11,1,E,E,correct
28,11,2,B,B,correct
28,11,3,I,I,correct
29,0,0,H,H,correct
29,0,1,M,M,correct
29,1,0,E,E,correct
29,1,1,D,D,correct
29,1,2,C,C,correct
29,1,3,J,J,correct
29,2,0,N,N,correct
29,2,1,L,L,correct
29,2,2,D,D,correct
29,2,3,J,J,correct
29,3,0,A,A,correct
29,3,1,F,F,correct
29,3,2,I,I,correct
29,3,3,K,K,correct
29,4,0,J,J,correct
29,4,1,E,E,correct
29,4,2,L,L,correct
29,4,3,A,A,correct
29,4,4,J,J,correct
29,4,5,E,E,correct
29,4,6,M,M,correct
29,4,7,Q,Q,correct
29,4,8,A,A,correct
29,5,0,I,I,correct
29,5,1,D,D,correct
29,6,0,C,C,correct
29,6,1,E,E,correct
29,6,2,J,J,correct
29,6,3,K,K,correct
29,7,0,A,A,correct
29,7,1,E,E,correct
29,7,2,L,L,correct
29,8,0,A,A,correct
29,8,1,G,G,correct
29,8,2,L,L,correct
29,9,0,A,A,correct
29,9,1,E,E,correct
29,9,2,H,H,correct
29,9,3,K,K,correct
29,9,4,N,N,correct
29,9,5,Q,Q,correct
29,10,0,E,E,correct
29,10,1,A,A,correct
29,10,2,C,C,correct
29,10,3,H,H,correct
29,10,4,H,H,correct
29,10,5,K,K,correct
29,11,0,D,D,correct
29,11,1,E,E,correct
29,11,2,B,B,correct
29,11,3,E,E,correct
30,0,0,H,H,correct
30,0,1,I,I,correct
30,1,0,K,K,correct
30,1,1,J,J,correct
30,1,2,I,I,correct
30,1,3,M,M,correct
30,2,0,T,T,correct
30,2,1,R,R,correct
30,2,2,J,J,correct
30,2,3,P,P,correct
30,3,0,H,H,correct
30,3,1,L,L,correct
30,3,2,N,N,correct
30,3,3,Q,Q,correct
30,4,0,H,H,correct
30,4,1,K,K,correct
30,4,2,G,G,correct
30,4,3,G,G,correct
30,4,4,G,G,correct
30,4,5,K,K,correct
30,4,6,S,S,correct
30,4,7,W,W,correct
30,4,8,G,G,correct
30,5,0,H,H,correct
30,5,1,J,J,correct
30,6,0,I,I,correct
30,6,1,L,L,correct
30,6,2,P,P,correct
30,6,3,Q,Q,correct
30,7,0,H,H,correct
30,7,1,K,K,correct
30,7,2,P,P,correct
30,8,0,G,G,correct
30,8,1,M,M,correct
30,8,2,R,R,correct
30,9,0,J,J,correct
30,9,1,K,K,correct
30,9,2,Q,Q,correct
30,9,3,R,R,correct
30,9,4,T,T,correct
30,9,5,X,X,correct
30,10,0,K,K,correct
30,10,1,G,G,correct
30,10,2,N,N,correct
30,10,3,N,N,correct
30,10,4,N,N,correct
30,10,5,Q,Q,correct
30,11,0,L,L,correct
30,11,1,K,K,correct
30,11,2,H,H,correct
30,11,3,O,O,correct
31,0,0,H,H,correct
31,0,1,I,I,correct
31,1,0,K,K,correct
31,1,1,D,D,correct
31,1,2,C,C,correct
31,1,3,G,G,correct
31,2,0,N,N,correct
31,2,1,L,L,correct
31,2,2,D,D,correct
31,2,3,J,J,correct
31,3,0,B,B,correct
31,3,1,F,F,correct
31,3,2,H,H,correct
31,3,3,L,L,correct
31,4,0,H,H,correct
31,4,1,E,E,correct
31,4,2,A,A,correct
31,4,3,A,A,correct
31,4,4,O,O,correct
31,4,5,E,E,correct
31,4,6,D,D,correct
31,4,7,Q,Q,correct
31,4,8,A,A,correct
31,5,0,A,A,correct
31,5,1,D,D,correct
31,6,0,B,B,correct
31,6,1,E,E,correct
31,6,2,J,J,correct
31,6,3,K,K,correct
31,7,0,A,A,correct
31,7,1,E,E,correct
31,7,2,L,L,correct
31,8,0,A,A,correct
31,8,1,G,G,correct
31,8,2,K,K,correct
31,9,0,D,D,correct
31,9,1,E,E,correct
31,9,2,J,J,correct
31,9,3,K,K,correct
31,9,4,N,N,correct
31,9,5,Q,Q,correct
31,10,0,E,E,correct
31,10,1,B,B,correct
31,10,2,A,A,correct
31,10,3,H,H,correct
31,10,4,H,H,correct
31,10,5,K,K,correct
31,11,0,F,F,correct
31,11,1,E,E,correct
31,11,2,B,B,correct
31,11,3,I,I,correct
32,0,0,H,H,correct
32,0,1,I,I,correct
32,1,0,G,G,correct
32,1,1,F,F,correct
32,1,2,G,G,correct
32,1,3,F,F,correct
32,2,0,F,F,correct
32,2,1,L,L,correct
32,2,2,C,C,correct
32,2,3,C,C,correct
32,3,0,D,D,correct
32,3,1,H,H,correct
32,3,2,J,J,correct
32,3,3,M,M,correct
32,4,0,C,C,correct
32,4,1,G,G,correct
32,4,2,S,S,correct
32,4,3,C,C,correct
32,4,4,C,C,correct
32,4,5,G,G,correct
32,4,6,T,T,correct
32,4,7,S,S,correct
32,4,8,C,C,correct
32,5,0,C,C,correct
32,5,1,F,F,correct
32,6,0,E,E,correct
32,6,1,H,H,correct
32,6,2,L,L,correct
32,6,3,M,M,correct
32,7,0,F,F,correct
32,7,1,E,E,correct
32,7,2,K,K,correct
32,8,0,C,C,correct
32,8,1,I,I,correct
32,8,2,N,N,correct
32,9,0,C,C,correct
32,9,1,G,G,correct
32,9,2,J,J,correct
32,9,3,M,M,correct
32,9,4,P,P,correct
32,9,5,S,S,correct
32,10,0,G,G,correct
32,10,1,C,C,correct
32,10,2,J,J,correct
32,10,3,J,J,correct
32,10,4,M,M,correct
32,10,5,M,M,correct
32,11,0,H,H,correct
32,11,1,G,G,correct
32,11,2,D,D,correct
32,11,3,K,K,correct
33,0,0,H,H,correct
33,0,1,I,I,correct
33,1,0,I,I,correct
33,1,1,H,H,correct
33,1,2,G,G,correct
33,1,3,K,K,correct
33,2,0,R,R,correct
33,2,1,P,P,correct
33,2,2,H,H,correct
33,2,3,N,N,correct
33,3,0,F,F,correct
33,3,1,J,J,correct
33,3,2,L,L,correct
33,3,3,O,O,correct
33,4,0,F,F,correct
33,4,1,I,I,correct
33,4,2,E,E,correct
33,4,3,E,E,correct
33,4,4,M,M,correct
33,4,5,I,I,correct
33,4,6,Q,Q,correct
33,4,7,U,U,correct
33,4,8,E,E,correct
33,5,0,F,F,correct
33,5,1,H,H,correct
33,6,0,G,G,correct
33,6,1,I,I,correct
33,6,2,N,N,correct
33,6,3,O,O,correct
33,7,0,E,E,correct
33,7,1,I,I,correct
33,7,2,P,P,correct
33,8,0,E,E,correct
33,8,1,K,K,correct
33,8,2,O,O,correct
33,9,0,E,E,correct
33,9,1,I,I,correct
33,9,2,L,L,correct
33,9,3,O,O,correct
33,9,4,R,R,correct
33,9,5,U,U,correct
33,10,0,I,I,correct
33,10,1,E,E,correct
33,10,2,G,G,correct
33,10,3,L,L,correct
33,10,4,L,L,correct
33,10,5,O,O,correct
33,11,0,J,J,correct
33,11,1,I,I,correct
33,11,2,G,G,correct
33,11,3,M,M,correct
34,0,0,H,H,correct
34,0,1,I,I,correct
34,1,0,K,K,correct
34,1,1,J,J,correct
34,1,2,I,L,substitution
34,1,3,M,M,correct
34,2,0,T,T,correct
34,2,1,R,R,correct
34,2,2,J,G,substitution
34,2,3,P,P,correct
34,3,0,H,H,correct
34,3,1,L,L,correct
34,3,2,N,N,correct
34,3,3,T,T,correct
34,4,0,O,O,correct
34,4,1,K,K,correct
34,4,2,G,G,correct
34,4,3,G,G,correct
34,4,4,O,O,correct
34,4,5,K,K,correct
34,4,6,U,U,correct
34,4,7,W,W,correct
34,4,8,G,G,correct
34,5,0,H,H,correct
34,5,1,J,J,correct
34,6,0,I,I,correct
34,6,1,K,K,correct
34,6,2,P,P,correct
34,6,3,Q,Q,correct
34,7,0,G,G,correct
34,7,1,K,K,correct
34,7,2,R,R,correct
34,8,0,G,G,correct
34,8,1,M,M,correct
34,8,2,R,R,correct
34,9,0,G,G,correct
34,9,1,K,K,correct
34,9,2,Q,Q,correct
34,9,3,R,R,correct
34,9,4,T,T,correct
34,9,5,X,X,correct
34,10,0,K,K,correct
34,10,1,G,G,correct
34,10,2,N,N,correct
34,10,3,L,L,correct
34,10,4,L,L,correct
34,10,5,Q,Q,correct
34,11,0,L,L,correct
34,11,1,K,K,correct
34,11,2,H,H,correct
34,11,3,O,O,correct
35,0,0,H,H,correct
35,0,1,I,I,correct
35,0,2,<NONE>,?,insertion
35,0,3,<NONE>,?,insertion
35,0,4,<NONE>,?,insertion
35,0,5,<NONE>,?,insertion
35,0,6,<NONE>,?,insertion
35,0,7,<NONE>,?,insertion
35,0,8,<NONE>,?,insertion
35,1,0,G,G,correct
35,1,1,F,F,correct
35,1,2,E,E,correct
35,1,3,I,I,correct
35,2,0,P,P,correct
35,2,1,N,N,correct
35,2,2,F,F,correct
35,2,3,L,L,correct
35,3,0,D,D,correct
35,3,1,H,H,correct
35,3,2,L,L,correct
35,3,3,M,M,correct
35,4,0,C,C,correct
35,4,1,G,G,correct
35,4,2,F,F,correct
35,4,3,C,C,correct
35,4,4,C,C,correct
35,4,5,G,G,correct
35,4,6,R,R,correct
35,4,7,N,N,correct
35,4,8,C,C,correct
35,5,0,H,H,correct
35,5,1,G,G,correct
35,6,0,E,E,correct
35,6,1,G,G,correct
35,6,2,L,L,correct
35,6,3,M,M,correct
35,7,0,C,C,correct
35,7,1,G,G,correct
35,7,2,P,P,correct
35,8,0,C,C,correct
35,8,1,I,I,correct
35,8,2,N,N,correct
35,9,0,C,C,correct
35,9,1,G,G,correct
35,9,2,M,M,correct
35,9,3,N,N,correct
35,9,4,P,P,correct
35,9,5,S,S,correct
35,10,0,G,G,correct
35,10,1,C,C,correct
35,10,2,J,J,correct
35,10,3,J,J,correct
35,10,4,J,J,correct
35,10,5,M,M,correct
35,11,0,H,H,correct
35,11,1,G,G,correct
35,11,2,D,D,correct
35,11,3,K,K,correct
36,0,0,H,H,correct
36,0,1,I,I,correct
36,1,0,G,G,correct
36,1,1,F,F,correct
36,1,2,E,E,correct
36,1,3,I,I,correct
36,2,0,F,F,correct
36,2,1,L,L,correct
36,2,2,C,C,correct
36,2,3,C,C,correct
36,3,0,D,D,correct
36,3,1,H,H,correct
36,3,2,J,J,correct
36,3,3,M,M,correct
36,4,0,D,D,correct
36,4,1,G,G,correct
36,4,2,C,C,correct
36,4,3,C,C,correct
36,4,4,K,K,correct
36,4,5,G,G,correct
36,4,6,O,O,correct
36,4,7,S,S,correct
36,4,8,C,C,correct
36,5,0,C,C,correct
36,5,1,F,F,correct
36,6,0,E,E,correct
36,6,1,H,H,correct
36,6,2,L,L,correct
36,6,3,M,M,correct
36,7,0,E,E,correct
36,7,1,F,F,correct
36,7,2,K,K,correct
36,8,0,C,C,correct
36,8,1,L,L,correct
36,8,2,N,N,correct
36,9,0,C,C,correct
36,9,1,G,G,correct
36,9,2,M,M,correct
36,9,3,N,N,correct
36,9,4,P,P,correct
36,9,5,T,T,correct
36,10,0,G,G,correct
36,10,1,C,C,correct
36,10,2,E,E,correct
36,10,3,J,J,correct
36,10,4,J,J,correct
36,10,5,M,M,correct
36,11,0,H,H,correct
36,11,1,G,G,correct
36,11,2,D,D,correct
36,11,3,K,K,correct
37,0,0,H,H,correct
37,0,1,I,I,correct
37,1,0,G,G,correct
37,1,1,K,K,correct
37,1,2,I,I,correct
37,1,3,H,H,correct
37,2,0,R,R,correct
37,2,1,P,P,correct
37,2,2,H,H,correct
37,2,3,N,N,correct
37,3,0,F,F,correct
37,3,1,J,J,correct
37,3,2,M,M,correct
37,3,3,O,O,correct
37,4,0,F,F,correct
37,4,1,I,I,correct
37,4,2,E,E,correct
37,4,3,E,E,correct
37,4,4,M,M,correct
37,4,5,I,I,correct
37,4,6,T,T,correct
37,4,7,U,U,correct
37,4,8,E,E,correct
37,5,0,F,F,correct
37,5,1,H,H,correct
37,6,0,G,G,correct
37,6,1,I,I,correct
37,6,2,N,N,correct
37,6,3,O,O,correct
37,7,0,E,E,correct
37,7,1,I,I,correct
37,7,2,R,R,correct
37,8,0,E,E,correct
37,8,1,K,K,correct
37,8,2,P,P,correct
37,9,0,E,E,correct
37,9,1,I,I,correct
37,9,2,L,L,correct
37,9,3,O,O,correct
37,9,4,R,R,correct
37,9,5,U,U,correct
37,10,0,I,I,correct
37,10,1,F,F,correct
37,10,2,E,E,correct
37,10,3,J,J,correct
37,10,4,J,J,correct
37,10,5,O,O,correct
37,11,0,J,J,correct
37,11,1,I,I,correct
37,11,2,F,F,correct
37,11,3,M,M,correct
38,0,0,H,H,correct
38,0,1,I,I,correct
38,1,0,I,I,correct
38,1,1,H,H,correct
38,1,2,G,G,correct
38,1,3,H,H,correct
38,2,0,R,R,correct
38,2,1,P,P,correct
38,2,2,H,H,correct
38,2,3,N,N,correct
38,3,0,F,F,correct
38,3,1,J,J,correct
38,3,2,F,F,correct
38,3,3,O,O,correct
38,4,0,F,F,correct
38,4,1,I,I,correct
38,4,2,E,E,correct
38,4,3,E,E,correct
38,4,4,M,M,correct
38,4,5,I,I,correct
38,4,6,Q,Q,correct
38,4,7,U,U,correct
38,4,8,E,E,correct
38,5,0,E,E,correct
38,5,1,H,H,correct
38,6,0,G,G,correct
38,6,1,J,J,correct
38,6,2,N,N,correct
38,6,3,O,O,correct
38,7,0,E,E,correct
38,7,1,I,I,correct
38,7,2,P,P,correct
38,8,0,E,E,correct
38,8,1,K,K,correct
38,8,2,P,P,correct
38,9,0,E,E,correct
38,9,1,I,I,correct
38,9,2,L,L,correct
38,9,3,O,O,correct
38,9,4,R,R,correct
38,9,5,U,U,correct
38,10,0,I,I,correct
38,10,1,E,E,correct
38,10,2,G,G,correct
38,10,3,J,J,correct
38,10,4,J,J,correct
38,10,5,O,O,correct
38,11,0,J,J,correct
38,11,1,I,I,correct
38,11,2,F,F,correct
38,11,3,J,J,correct
39,0,0,H,H,correct
39,0,1,I,I,correct
39,1,0,K,K,correct
39,1,1,J,J,correct
39,1,2,I,I,correct
39,1,3,M,M,correct
39,2,0,T,T,correct
39,2,1,R,R,correct
39,2,2,J,J,correct
39,2,3,P,P,correct
39,3,0,H,H,correct
39,3,1,L,L,correct
39,3,2,N,N,correct
39,3,3,Q,Q,correct
39,4,0,H,H,correct
39,4,1,K,K,correct
39,4,2,G,G,correct
39,4,3,G,G,correct
39,4,4,O,O,correct
39,4,5,K,K,correct
39,4,6,S,S,correct
39,4,7,W,W,correct
39,4,8,G,G,correct
39,5,0,H,H,correct
39,5,1,J,J,correct
39,6,0,I,I,correct
39,6,1,L,L,correct
39,6,2,P,P,correct
39,6,3,Q,Q,correct
39,7,0,I,I,correct
39,7,1,J,J,correct
39,7,2,O,O,correct
39,8,0,G,G,correct
39,8,1,M,M,correct
39,8,2,R,R,correct
39,9,0,G,G,correct
39,9,1,K,K,correct
39,9,2,N,N,correct
39,9,3,Q,Q,correct
39,9,4,T,T,correct
39,9,5,W,W,correct
39,10,0,K,K,correct
39,10,1,G,G,correct
39,10,2,I,I,correct
39,10,3,N,N,correct
39,10,4,N,N,correct
39,10,5,Q,Q,correct
39,11,0,L,L,correct
39,11,1,K,K,correct
39,11,2,H,H,correct
39,11,3,O,O,correct
40,0,0,H,H,correct
40,0,1,I,I,correct
40,1,0,G,G,correct
40,1,1,F,F,correct
40,1,2,E,E,correct
40,1,3,I,I,correct
40,2,0,P,P,correct
40,2,1,N,N,correct
40,2,2,F,F,correct
40,2,3,L,L,correct
40,3,0,D,D,correct
40,3,1,H,H,correct
40,3,2,J,J,correct
40,3,3,M,M,correct
40,4,0,K,K,correct
40,4,1,G,G,correct
40,4,2,N,N,correct
40,4,3,C,C,correct
40,4,4,K,K,correct
40,4,5,G,G,correct
40,4,6,O,O,correct
40,4,7,S,S,correct
40,4,8,C,C,correct
40,5,0,D,D,correct
40,5,1,F,F,correct
40,6,0,E,E,correct
40,6,1,G,G,correct
40,6,2,L,L,correct
40,6,3,M,M,correct
40,7,0,E,E,correct
40,7,1,F,F,correct
40,7,2,K,K,correct
40,8,0,C,C,correct
40,8,1,I,I,correct
40,8,2,N,N,correct
40,9,0,C,C,correct
40,9,1,G,G,correct
40,9,2,J,J,correct
40,9,3,M,M,correct
40,9,4,P,P,correct
40,9,5,S,S,correct
40,10,0,G,G,correct
40,10,1,C,C,correct
40,10,2,F,F,correct
40,10,3,J,J,correct
40,10,4,J,J,correct
40,10,5,M,M,correct
40,11,0,H,H,correct
40,11,1,G,G,correct
40,11,2,D,D,correct
40,11,3,K,K,correct
41,0,0,H,H,correct
41,0,1,I,I,correct
41,1,0,I,I,correct
41,1,1,H,H,correct
41,1,2,G,G,correct
41,1,3,K,K,correct
41,2,0,R,R,correct
41,2,1,P,P,correct
41,2,2,H,H,correct
41,2,3,N,N,correct
41,3,0,F,F,correct
41,3,1,J,J,correct
41,3,2,L,L,correct
41,3,3,O,O,correct
41,4,0,N,N,correct
41,4,1,I,I,correct
41,4,2,F,F,correct
41,4,3,U,U,correct
41,4,4,N,N,correct
41,4,5,I,I,correct
41,4,6,Q,Q,correct
41,4,7,U,U,correct
41,4,8,E,E,correct
41,5,0,E,E,correct
41,5,1,I,I,correct
41,6,0,G,G,correct
41,6,1,I,I,correct
41,6,2,N,N,correct
41,6,3,O,O,correct
41,7,0,G,G,correct
41,7,1,H,H,correct
41,7,2,M,M,correct
41,8,0,E,E,correct
41,8,1,K,K,correct
41,8,2,P,P,correct
41,9,0,E,E,correct
41,9,1,I,I,correct
41,9,2,L,L,correct
41,9,3,O,D,substitution
41,9,4,R,R,correct
41,9,5,U,U,correct
41,10,0,I,I,correct
41,10,1,E,E,correct
41,10,2,H,H,correct
41,10,3,L,L,correct
41,10,4,L,L,correct
41,10,5,O,O,correct
41,11,0,J,J,correct
41,11,1,I,I,correct
41,11,2,F,F,correct
41,11,3,M,M,correct
42,0,0,H,H,correct
42,0,1,I,I,correct
42,1,0,K,K,correct
42,1,1,J,J,correct
42,1,2,I,I,correct
42,1,3,M,M,correct
42,2,0,T,T,correct
42,2,1,R,R,correct
42,2,2,J,J,correct
42,2,3,P,P,correct
42,3,0,H,H,correct
42,3,1,L,L,correct
42,3,2,N,N,correct
42,3,3,Q,Q,correct
42,4,0,H,H,correct
42,4,1,K,K,correct
42,4,2,G,G,correct
42,4,3,G,G,correct
42,4,4,O,O,correct
42,4,5,K,K,correct
42,4,6,S,S,correct
42,4,7,W,W,correct
42,4,8,G,G,correct
42,5,0,H,H,correct
42,5,1,J,J,correct
42,6,0,I,I,correct
42,6,1,K,K,correct
42,6,2,P,P,correct
42,6,3,Q,Q,correct
42,7,0,I,I,correct
42,7,1,J,J,correct
42,7,2,O,O,correct
